	时间	文本	翻译版	大指标	对应指标	判断依据	情感	来源	具体网址	品种
950	2016-04-28 00:00:00	随着北方产区后续蔬菜陆陆续续上市，北方产区蔬菜的价格会继续下降	With the northern region of follow-up vegetables continue to market, the northern region of vegetable prices will continue to decline	供给	供应量	陆陆续续上市，价格下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201604/t20160428_5111689.htm	蔬菜
951	2015-12-30 00:00:00	由于节日临近，长途调运菜及精品菜的上市量明显增加,带动菜价微幅下跌。	As the holiday approaching, long-distance transport dishes and boutique food market significantly increased, driven by a slight decline in vegetable prices.	供给	供应量	上市量增加,菜价下跌	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201512/t20151230_4970919.htm	蔬菜
952	2016-11-07 00:00:00	10月上旬因产地供货充足，蒜价窄幅回落	In early October due to sufficient supply of origin, garlic prices narrowed down	供给	供应量	供货充足，蒜价窄幅回落	负向	网易财经	http://money.163.com/16/1107/14/C59ASPQ4002580S6.html#from=relevant	蔬菜
953	2016-01-20 00:00:00	下跌主要原因是由于叶类菜上市量的大幅增长，导致部分叶类菜价格滑落比较大，从而拉动蔬菜整体价格持续下滑。	The main reason for the decline is due to the substantial increase in the amount of leafy vegetables listed, resulting in some leafy vegetable prices fall relatively large, so as to pull the overall price of vegetables continued to decline.	供给	供应量	上市量大幅增长，价格下滑	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201601/t20160120_4991447.htm	蔬菜
954	2016-06-24 00:00:00	蔬菜大量上市且集中，大部分蔬菜呈供过于求的状态，导致菜农不得不降价销售，价格也一路走低。	Vegetables and a large number of listed and concentrated, most of the vegetables were oversupply situation, resulting in farmers have to cut prices, prices are all the way lower.	供给	供应量	大量上市且集中，供过于求，价格一路走低	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160624_5185934.htm	蔬菜
955	2016-06-30 00:00:00	上周价格下降，一部分原因是河北北部张家口赤城的西兰花形成批量上市条件，与北京及周边地区生产的西兰花共同应市。	Last week, prices fell, in part because of the northern part of Hebei Province, Zhangjiakou Chicheng broccoli formation of bulk listing conditions, and Beijing and the surrounding areas of the production of broccoli should be the city.	供给	供应量	批量上市，共同应市，价格下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160630_5191818.htm	蔬菜
956	2016-06-17 00:00:00	本地蔬菜大量集中上市，市场呈供过于求的状态，价格也就大大下降	A large number of local vegetables listed on the market was oversupply of the state, the price will be greatly reduced	供给	供应量	大量集中上市，供过于求，价格下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160617_5179512.htm	蔬菜
957	2016-06-14 00:00:00	地产蔬菜上市量不减，各地客菜货丰价廉，特别是各种夏菜持续放量，有效平抑了整体蔬菜价格。	Real estate vegetable market volume is not reduced, around the guest food goods inexpensive, especially a variety of summer vegetables continued heavy volume, effectively stabilize the overall vegetable prices.	供给	供应量	上市量不减，货丰，持续放量，平抑价格	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160614_5170154.htm	蔬菜
958	2016-06-15 00:00:00	近期本地瓜果类蔬菜上市量加大，蔬菜价格也便宜了不少。	The recent increase in the amount of local fruits and vegetables, vegetable prices are also a lot cheaper.	供给	供应量	上市量加大，价格便宜	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160615_5171465.htm	蔬菜
959	2016-06-16 00:00:00	目前本地正处于绿叶菜上市旺季，本地叶菜上市量充足，使叶菜类价格整体回落	At present, the local is in the green leafy season, the local leafy vegetables listed enough, so that the overall decline in leafy vegetables prices	供给	供应量	上市量充足，价格回落	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160616_5178345.htm	蔬菜
960	2016-06-01 00:00:00	由于地产菜的供应充足，拉动蔬菜价格整体下跌	Due to adequate supply of real estate vegetables, pulling the overall decline in vegetable prices	供给	供应量	供应充足，价格下跌	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160601_5157790.htm	蔬菜
961	2016-06-03 00:00:00	随着本地蔬菜的大量上市。市场交易量不断增大，供应充足的同时，蔬菜价格不断下降	With the large number of local vegetables listed. Market prices continue to increase, adequate supply at the same time, vegetable prices continue to decline	供给	供应量	大量上市，供应充足，价格下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160603_5160764.htm	蔬菜
962	2016-07-11 00:00:00	加大调运量，长途调运菜的供应量大幅增加，如兰州高山无公害蔬菜、河北的蔬菜百货、西安的芹菜等各类蔬菜正源源不断入场销售，对保障供应，平抑菜价起到了不可或缺的作用。	Increase the amount of transport, long-distance transport vegetable supply increased significantly, such as Lanzhou high mountain pollution-free vegetables, Hebei, vegetable department stores, celery and other vegetables in Xi'an are endless sources of sales, to protect the supply, Or lack of role.	供给	供应量	加大调运量，供应量大幅增加，平抑菜价	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201607/t20160711_5202072.htm	蔬菜
963	2016-07-22 00:00:00	因香菜、上海青、菠菜换茬期临近结束，供应量逐步增加，导致价格大幅回落；由于地产苦瓜、胡萝卜进入批量上市期，供应量快速增加，造成价格大幅下降。	As the real estate bitter gourd, carrots into the bulk of the listing period, the rapid increase in supply, resulting in a sharp decline in prices. As a result of the sharp decline in prices,	供给	供应量	供应量增加，价格大幅回落，下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201607/t20160723_5216249.htm	蔬菜
964	2016-08-15 00:00:00	由于菜花、西兰花换茬期结束，供应持续增加，造成价格大幅下滑；西红柿、大葱、白萝卜逐步进入秋季集中上市期，供应量持续增加，导致价格大幅下降。	As the cauliflower, broccoli for the end of the crop, the supply continued to increase, resulting in a sharp decline in prices; tomatoes, green onions, white radish gradually into the fall focus on the listing period, the supply continued to increase, resulting in a sharp decline in prices.	供给	供应量	供应量持续增加，价格下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201608/t20160815_5238323.htm	蔬菜
965	2016-08-16 00:00:00	随着供应量的增加，上周部分蔬菜价格呈回落趋势，苏州莲藕开始上市，日上市量较前期比增加，量足价跌	With the increase in supply, last week, some vegetable prices showed a downward trend, Suzhou lotus began to market, the amount of listed companies than the previous increase, the amount of foot down	供给	供应量	供应量增加，上市量增加，价格回落，量足价跌	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201608/t20160816_5239790.htm	蔬菜
966	2016-08-17 00:00:00	这两天随着上市供应量的增加，部分蔬菜的价格开始在回落。	These two days with the increase in supply of listed, part of the price of vegetables began to fall.	供给	供应量	供应量增加，价格回落	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201608/t20160817_5241037.htm	蔬菜
967	2016-09-05 00:00:00	莲藕现在已经进入了出产期，货源增大后，价格有所回落	Lotus root has now entered the production period, the supply increased, the price has come down	供给	供应量	货源增大，价格回落	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201609/t20160905_5264554.htm	蔬菜
968	2016-09-20 00:00:00	在节日期间我市场以外阜菜为主，本地菜为辅持续上市，保证市场蔬菜供应量的充足，价格总体呈小幅下跌趋势。	During the holiday season, I am mainly outside the market, local dishes, supplemented by the market, to ensure adequate supply of vegetables in the market, the overall price showed a slight downward trend.	供给	供应量	供应量充足，价格下跌	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201609/t20160920_5279261.htm	蔬菜
969	2016-09-26 00:00:00	大部分蔬菜价格下降的主要原因分析：多个产地集中上市，受本地菜价格低的冲击，市场呈供过于求的状态，价格逐渐下降	Most of the main reasons for the decline in vegetable prices: a number of origin concentrated market, by the low impact of local food prices, the market was an oversupply of the state, the price gradually decreased	供给	供应量	集中上市，供过于求，价格下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201609/t20160926_5285316.htm	蔬菜
970	2016-09-27 00:00:00	随着“国庆节日”的到来蔬菜交易区内品种更加齐全、货源充足，蔬菜供应满足各行各业，价格总体呈小幅下跌趋势。	"With the ""National Day"" the arrival of the varieties of vegetables more complete varieties, adequate supply, vegetable supply to meet all walks of life, the overall price was slightly lower trend."	供给	供应量	货源充足，供应满足，价格下跌	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201609/t20160927_5292990.htm	蔬菜
971	2016-11-02 00:00:00	2016年10月份我市场蔬菜平均价格环比下降，主要原因有：地产菜上市量增加，拉动蔬菜价格下降	In October 2016, the average price of vegetables in my market decreased in the chain, mainly due to the increase in the market volume of real estate and the decline in the prices of vegetables	供给	供应量	上市量增加，价格下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161102_5347217.htm	蔬菜
972	2016-11-24 00:00:00	供应量大和上市品质下滑是影响今天韭菜价格整体下降的主要原因。	Large supply and listing quality decline is the main reason for the overall decline in today's leek prices.	供给	供应量	供应量大，价格下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161124_5376234.htm	蔬菜
973	2016-12-16 00:00:00	本地鲜叶菜上市量逐渐减少，但北方冬储菜调进量增多，市场蔬菜价格仍保持下降趋势。	The local fresh leafy vegetables market volume gradually reduced, but the North winter food transfer volume increased, the market price of vegetables still maintain a downward trend.	供给	供应量	调进量增多，价格下降	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201612/t20161216_5409193.htm	蔬菜
974	2012-09-25 00:00:00	双节前菜价不升反降，本地蔬菜大量上市是主因	Double before the food prices do not rise or fall, a large number of local vegetables listed is the main reason	供给	供应量	大量上市，菜价不升反降	负向	中国农业信息网	http://www.agri.cn/V20/SC/fxyc_1/pg/201209/t20120925_2949237.htm	蔬菜
975	2016-06-16 00:00:00	海南瓜果类，豆类蔬菜进入尾期，质量也偏差，所以，导致上周蔬菜价、量齐跌。	Hainan fruits and vegetables, beans into the end of the vegetables, the quality is also deviated, so, led to last week, vegetable prices, the amount of Qi down.	供给	供应量	价量齐跌	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160616_5178345.htm	蔬菜
976	2016-06-08 00:00:00	五月份市场蔬菜价格总体呈现持续走低的趋势。周边蔬菜产区如福建、海南、广西、云南的瓜椒茄豆进入成熟上市期，调进供应量增多，对本地市场起到菜品调剂补充作用，市场蔬菜量足价稳。	Vegetable prices in May showed a continuing downward trend. Peripheral vegetable producing areas such as Fujian, Hainan, Guangxi, Yunnan melon pepper beans into the mature market, transferred to the supply increased, the local market play a role in food regulation, the market price of vegetables at full price stability.	供给	供应量	调进供应量增多，价格走低	负向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201606/t20160608_5165229.htm	蔬菜
977	2016-04-18 00:00:00	菜价明显下降，主要原因就是近期北方产区蔬菜正在按部就班地开始大量上市	Vegetable prices decreased significantly, the main reason is that the recent northern region of vegetables are step by step to start a large number of listed	供给	供应量	大量上市，菜价下降	负向	网易财经	http://money.163.com/16/0418/08/BKU117KD00253B0H.html	蔬菜
978	2014-11-24 00:00:00	宁夏本地蔬菜也迎来了生产的丰产期，大量的本地蔬菜如萝卜、白菜开始大量上市，加上大棚蔬菜供应跟进，市场供应充足，价格随之降低。	Ningxia local vegetables also ushered in the production of high yield, a large number of local vegetables such as radish, cabbage began a large number of listed, coupled with the supply of greenhouse vegetable follow-up, the market supply is sufficient, the price will be reduced.	供给	供应量	大量上市，价格降低	负向	和讯新闻	http://news.hexun.com/2014-11-24/170726018.html	蔬菜
979	2012-06-18 00:00:00	南方陆地菜大量成熟上市，鞍山市外运蔬菜到货量大幅增加，蔬菜价格正逐步进入季节性价格回落期。	South land a large number of mature land market, Anshan City, shipped a substantial increase in the number of shipped vegetables, vegetable prices are gradually entering the seasonal price decline period.	供给	供应量	到货量增加，价格回落	负向	中国经济导报网	http://www.ceh.com.cn/ceh/wjxx/2012/6/18/118738.shtml	蔬菜
980	2011-12-26 00:00:00	今年秋季天气状况良好，有利于蔬菜的生长和采摘，蔬菜供应量整体增加，9、10、11月全国蔬菜价格同比分别下降13.2%、20.9%和27.2%	This year's autumn weather is good, is conducive to the growth and picking of vegetables, vegetable supply as a whole increased, 9,10, November national vegetable prices fell 13.2%, 20.9% and 27.2%	供给	供应量	供应量增加，价格下降	负向	和讯新闻	http://news.hexun.com/2011-12-26/136669013.html	蔬菜
981	2016-11-27 00:00:00	宜宾中心城区蔬菜均价有所下降的主要原因是基地蔬菜上市量进一步增大，菠菜、芹菜、胡萝卜、青菜等蔬菜上市量较多。	Yibin central city vegetable prices have declined mainly due to the base of the vegetable market to further increase the spinach, celery, carrots, vegetables and other vegetables listed more.	供给	供应量	上市量增大，均价下降	负向	宜宾新闻网	http://www.vegnet.com.cn/Tech/1095937.html	蔬菜
982	2016-11-22 00:00:00	这几天蔬菜的批发价跌了将近一半，大概是因为蔬菜的供应量比较充足，所以菜价就跌了。	Vegetables wholesale prices fell nearly half of the past few days, probably because the supply of vegetables is more adequate, so the vegetable price fell.	供给	供应量	供应量充足、菜价跌	负向	中安在线-九华晨刊	http://www.vegnet.com.cn/News/1095503.html	蔬菜
983	2016-11-17 00:00:00	本地冬季蔬菜上市量逐步增加，预计蔬菜价格总体有望稳中有降。	The local winter vegetable market volume gradually increased, the overall expected price of vegetables is expected to steadily drop.	供给	供应量	上市量逐步增加、稳中有降	负向	海口日报	http://www.vegnet.com.cn/News/1094162.html	蔬菜
984	2016-11-03 00:00:00	10月份我市蔬菜整体价格小幅下跌，主要由于本地蔬菜大量上市，市场供给充足。	In October the overall price of vegetables in our city fell slightly, mainly due to a large number of local vegetables listed, the market supply sufficient.	供给	供应量	价格小幅下跌、大量上市	负向	长江网	http://www.vegnet.com.cn/News/1091661.html	蔬菜
985	2016-10-25 00:00:00	因近期本地秋菜集中上市，市场供应增加，缓解了市场的压力，部分蔬菜价格走低	Due to the recent focus on the local market of autumn vegetables, the market supply increased, easing the pressure on the market, some vegetable prices lower	供给	供应量	集中上市、价格走低	负向	新商报	http://www.vegnet.com.cn/News/1089945.html	蔬菜
986	2016-05-11 00:00:00	地产蔬菜上市量增加，我市蔬菜价格进入季节性下降通道。	Real estate vegetable market volume increased, the city's vegetable prices into the seasonal decline in the channel.	供给	供应量	上市量增加、价格、下降	负向	徐州日报	http://xuzhou.house.qq.com/a/20160511/055835.htm	蔬菜
987	2016/10/25 	大连正在采摘最后一茬露地蔬菜，大白菜和萝卜等传统秋菜也已集中上市，再加上外运菜增加，大连菜价连续回落	Dalian is picking the last crop of open vegetables, cabbage and radish and other traditional autumn vegetables have also been listed, coupled with the increase in foreign food, Dalian vegetable prices continue to fall	供给	供应量	集中上市、菜价继续回落	负向	大连新闻	http://www.vegnet.com.cn/News/1089843.html	蔬菜
988	2016-10-22 00:00:00	较9月底，本地蔬菜供应量大幅增加，价格也出现了下降，其中以叶类菜的价格下降最为明显。	Compared with the end of September, the local vegetable supply increased significantly, the price also appeared to decline, which leaves the most obvious decline in the price of vegetables.	供给	供应量	供应量增加、价格下降	负向	中国投资咨询网	http://www.vegnet.com.cn/News/1089524.html	蔬菜
989	2016-10-22 00:00:00	上周省内秋菜价格下降的原因，一是省内秋菜上市量大而且集中	Last week, the reasons for the decline in the province of autumn vegetables prices, first, the province of autumn vegetables market volume and concentration	供给	供应量	价格下降、上市量大	负向	济南日报	http://www.vegnet.com.cn/News/1089518.html	蔬菜
990	2016-10-21 00:00:00	由于本季度秋季蔬菜大量上市，价格走低。	Due to a large number of autumn vegetables listed this quarter, prices lower.	供给	供应量	大量上市、价格走低	负向	大众网	http://www.vegnet.com.cn/News/1089274.html	蔬菜
991	2016-10-19 00:00:00	胡萝卜价格同比下降了42%，是因为秋季胡萝卜获得大丰收，大量胡萝卜进京，导致价格快速下降。	Carrot prices fell by 42% year on year, because the autumn carrots harvest, a lot of carrots into Beijing, leading to rapid decline in prices.	供给	供应量	大丰收、价格快速下降	负向	北京晨报	http://www.vegnet.com.cn/News/1088696.html	蔬菜
992	2016-10-17 00:00:00	近期蔬菜价格略有下降的主要原因有：入秋后，各类蔬菜生长较快，本地露天蔬菜陆续上市，拱棚菜也陆续成熟，且品种更多，市场供应量充足。	Recent decline in the main reasons for the decline in vegetable prices are: into the autumn, all kinds of vegetables grow faster, the local open-air vegetables have been listed, the shed has also been ripe vegetables, and more varieties, the market supply sufficient.	供给	供应量	价格、下降、供应量充足	负向	中国发展网	http://www.vegnet.com.cn/News/1088276.html	蔬菜
993	2016-07-20 00:00:00	蔬菜价格下降的主要原因是：进入夏季陆地蔬菜上市量增加，生产、运输成本下降，销售环节减少等季节性因素的影响。	The main reason for the decline in vegetable prices is the impact of seasonal factors such as the increase in the amount of landed vegetables entering the summer, the decline in production and transportation costs, and the reduction in sales links.	供给	供应量	价格下降、蔬菜上市量增加	负向	东北新闻网	http://yingkou.nen.com.cn/system/2016/07/20/019246584.shtml	蔬菜
994	2009-02-11 00:00:00	此次蔬菜价格下降，主要是由于春节黄金周过后春季蔬菜生产旺季到来，蔬菜供应量开始大幅增加	The decline in vegetable prices, mainly due to the Spring Festival Golden Week after the arrival of spring vegetable production season, vegetable supply began to increase significantly	供给	供应量	价格下降、供应量、大幅增加	负向	都市晨报	http://spzx.foods1.com/show_702171.htm	蔬菜
995	2014-10-21 00:00:00	外地蔬菜量大价稳，本地蔬菜上市数量增加，本期蔬菜价格继续回落	Foreign vegetable prices are stable, the number of local vegetables increased, the current vegetable prices continue to fall	供给	供应量	上市数量增加、价格继续回落	负向	浙江日报	http://news.163.com/14/1021/04/A9274U9500014AEF.html	蔬菜
996	2016-05-14 00:00:00	蔬菜因本地大宗鲜菜大量上市价格下降较快	Vegetables due to the local large fresh vegetables, a large number of listed prices fell faster	供给	供应量	大量上市、价格下降	负向	恩施新闻网	http://www.xuanen.gov.cn/news/zhounei/2016/0514/33297.html	蔬菜
997	2012-06-11 00:00:00	本期南京众彩市场各类农产品货源充足，猪肉、蔬菜、水果价格继续下降。	Nanjing Zhongcai market this year, all kinds of agricultural products sufficient supply, pork, vegetables, fruit prices continue to decline.	供给	供应量	供应充足，小幅下降	负向	农业部网站	http://finance.sina.com.cn/nongye/nyscdt/20120611/150112280147.shtml	蔬菜
998	2016-12-31 00:00:00	工作人员表示，近期蔬菜供应充足，品种齐全，因此部分蔬菜供过于求，价格出现了下降。	Staff said that the recent supply of vegetables sufficient, the full range, so some vegetable oversupply, the price appeared to decline.	供给	供应量	供过于求、价格、下降	负向	台州晚报	http://www.vegnet.com.cn/News/1102081.html	蔬菜
999	2016-12-29 00:00:00	部分本地的当季蔬菜开始上市，这也加速了上海青、油麦菜、生菜、白萝卜等价格的下降幅度。	Part of the local seasonal vegetables began to market, which also accelerated the Shanghai green, oil, wheat, lettuce, white radish and other prices decline.	供给	供应量	大量、价格、下降	负向	广西新柳邕市场	http://gx.zgny.com.cn/Cons_493587.shtml	蔬菜
1000	2016-12-28 00:00:00	目前我省正处冬季瓜菜集中上市时期，本地菜市场供应充足，外地菜进岛顺畅，蔬菜价格持续下降。	At present, our province is concentrated in the winter market, the local vegetable market supply is sufficient, the field of vegetables into the island smooth, vegetable prices continued to decline.	供给	供应量	供应充足、价格、下降	负向	国际旅游岛商报	http://www.vegnet.com.cn/News/1101403.html	蔬菜
1001	2016-12-16 00:00:00	近期白菜价格微降的主要原因是，白菜的最佳收割季节为小雪节气过后、大雪节气的前期，近段时间正处于大白菜的收获旺季，导致价格与11月末相比稍有下降。	The main reason for the recent drop in cabbage prices is that the best harvest season for cabbage is the early season of snow and solar energy, and the early harvest season is in the harvest season of Chinese cabbage, resulting in a slight decline in prices compared with the end of November.	供给	供应量	收获旺季、价格、下降	负向	泰安日报	http://www.vegnet.com.cn/News/1099449.html	蔬菜
1002	2016-04-14 00:00:00	分析近期蔬菜价格回落的原因，其次是部分蔬菜品种由大棚生产转为露地生产，蔬菜生长周期相对缩短，市场供应偏紧的情况有所改善。	Analysis of the recent decline in the price of vegetables, followed by some vegetable varieties from greenhouse production to open field production, vegetable growth cycle is relatively short, the market supply situation has improved.	供给	供应量	供应偏紧情况改善，价格回落	负向	唐山乐居网	http://ts.leju.com/news/2016-04-14/10226126202604818330547.shtml?wt_source=news_dbxw_bt01	
1003	2016-05-25 00:00:00	本周部分蔬菜价格下跌，一方面是由于目前正值各地蔬菜大量上市期，同时本地夏季时令蔬菜上市量有所增加，价格步入季节性下跌阶段	Some vegetable prices fell this week, partly because of the current large number of vegetables around the time, while the local seasonal seasonal vegetable market volume has increased, the price into the seasonal decline stage	供给	供应量	上市量增加，价格下跌	负向	中国经济导报	http://www.ceh.com.cn/wjxx/2016/05/923759.shtml	
1004	2016-10-21 00:00:00	部分蔬菜价格下降主要原因分析:本地上市量大且产地集中上市	Part of the main reasons for the decline in vegetable prices: the local market and large concentration of origin listed	供给	供应量	上市量大，价格下降	负向	第一食品网	http://spzx.foods1.com/show_2675675.htm	
1005	2016-11-15 00:00:00	部分蔬菜品种，如应季菜白萝卜上市量不断增加，上周零售均价环比跌幅较大，导致上周我市整体蔬菜价格有微幅下跌。	Part of the vegetable varieties, such as the seasoned white radish market volume continues to increase, the average retail price last week, a larger decline, resulting in last week the city's overall vegetable prices have declined slightly.	供给	供应量	上市量增加，价格下跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/1093698.html	
1006	2016-08-22 00:00:00	上周小米椒价格呈下降趋势的主要原因：一是产地集中上市。	Last week, millet pepper prices showed a downward trend in the main reasons: First, focus on the listing of origin.	供给	供应量	集中上市，价格下降	负向	第一食品网	http://spzx.foods1.com/show_2673210.htm	
1007	2014-11-24 00:00:00	蔬菜的在田面积和产量的增加是造成2014年蔬菜价格下跌的原因之一。	The increase in vegetable field area and yield is one of the reasons for the fall in vegetable prices in 2014.	供给	供应量	产量增加，价格下跌	负向	和讯新闻	http://news.hexun.com/2014-11-24/170731625.html	
1008	2014-05-23 00:00:00	四月份蔬菜价格以降为主，在本地蔬菜和外调蔬菜上市量增加的影响下，拉动了蔬菜价格下降。	Vegetable prices fell mainly in April, under the influence of local vegetables and outside the increase in the amount of vegetables listed, boosted the decline in vegetable prices.	供给	供应量	上市量增加，价格下降	负向	吾谷网	http://news.wugu.com.cn/article/192183.html	
1009	2011-12-28 00:00:00	2011年蔬菜市场货源充足，价格小幅回落。	2011 vegetable market supply is sufficient, prices fell slightly.	供给	供应量	货源充足，价格回落	负向	中国网络电视台	http://news.cntv.cn/20111228/103465.shtml	
1010	2016-12-20 00:00:00	宜宾中心城区蔬菜价格有所下降的主要原因是当前蔬菜产销处于旺季，基地的莴笋、豌豆尖、瓢儿菜、青菜、萝卜等叶菜、根菜类蔬菜上市量较多。加上番茄、大青椒、大红椒等外来菜较多，所以整体菜价有降。	Yibin central city vegetable prices have declined mainly due to the current vegetable production and marketing in the peak season, the base of lettuce, pea tip, scoop children, vegetables, radish and other leafy vegetables, root vegetables market more. Plus tomatoes, big green peppers, red pepper and other foreign dishes more, so the overall vegetable prices are down.	供给	供应量	上市量较多，菜价有降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/1099926.html	
1011	2016-11-26 00:00:00	西红柿的价格下跌也与供应增多有关，西红柿价格连续下降，是因为北方产区多地的西红柿开始进入冬季批量上市期。	Tomato prices also fell with the increase in supply, tomato prices continued to decline, because the northern region of more tomatoes began to enter the winter batch market.	供给	供应量	供应增多，价格下降	负向	网易新闻	http://news.163.com/16/1126/01/C6OR9NKM00014JB6.html	
1012	2016-11-26 00:00:00	叶类菜相对不好保存，加上天冷外出买菜的居民渐少，销量低、供应多，蔬菜价格自然下降。	Ye dishes are relatively poor to save, plus the cold out of the residents to buy food less, low sales, supply more, vegetable prices naturally decline.	供给	供应量	销量低，供应多	负向	网易新闻	http://news.163.com/16/1126/01/C6OR9NKM00014JB6.html	
1013	2016-11-27 00:00:00	据分析，菜价下跌主要是本地蔬菜大量上市	According to the analysis, the decline in vegetable prices is mainly a large number of local vegetables listed	供给	供应量	大量上市，菜价下跌	负向	网易新闻	http://news.163.com/16/1127/07/C6S5F6HD00014AEE.html	
1014	2016-11-07 00:00:00	随着基地蔬菜上市量增大，预计下周整体菜价稳中有降。	With the base of vegetable market volume increases, is expected to stabilize the overall vegetable prices next week.	供给	供应量	上市量增加，稳中有降	负向	中国水果蔬菜网	http://guoshu.jinnong.cn/n/2016/11/7/201611715454780781.shtml	
1015	2016-07-07 00:00:00	北方产区蔬菜陆续进入上市期，甘肃、河北、福建、海南、广西等地的蔬菜调进的品种和数量保持增多趋势，一定程度上抑制了菜价的上涨。	Vegetables in the northern region have entered the listing period, Gansu, Hebei, Fujian, Hainan, Guangxi and other places to adjust the variety and quantity of vegetables to maintain the trend, to a certain extent, inhibited the rise in vegetable prices.	供给	供应量	数量增多，抑制菜价上涨	负向	第一食品网	http://spzx.foods1.com/show_2668143.htm	
1016	2012-11-17 00:00:00	西沙窝市场的工作人员向记者分析道，白菜集中上市是造成白菜低价的主要原因。	Xishawo market staff told reporters that the focus on cabbage is the main reason for the low price of cabbage.	供给	供应量	集中上市，低价	负向	腾讯财经	http://finance.qq.com/a/20121117/001299.htm?pgv_ref=aio2012&ptlang=2052	
1017	2012-12-13 00:00:00	11月份，青岛市蔬菜供应量大，花色品种多，露地蔬菜、大拱棚蔬菜和部分日光温室蔬菜同期上市，市场供给量充足，部分蔬菜价格较低。	In November, Qingdao City, vegetable supply, color varieties, open vegetables, large shed shed vegetables and some solar greenhouse vegetables listed on the market, the market supply is sufficient, some vegetable prices lower.	供给	供应量	供应量大，价格低	负向	农博网	http://finance.aweb.com.cn/20121213/523508948.shtml	
1018	2016-08-22 00:00:00	与去年同期相比，生姜价格呈下降趋势，主要原因：一是种植面积增加、外销减少。	Compared with the same period last year, ginger prices showed a downward trend, the main reason: First, planting area increased, reduced exports.	供给	进出口	外销减少，价格下降	负向	第一食品网	http://spzx.foods1.com/show_2673210.htm	
1019	2016-08-22 00:00:00	销售渠道主要为内销和出口（主要出口于日本），而今年出口数量减少导致了国内市场生姜供应量增加，与同期相比价格下降。	Sales channels are mainly domestic and export (mainly exported to Japan), and this year to reduce the export volume led to the domestic market ginger supply increased, compared with the same period prices.	供给	进出口	出口数量减少，价格下降	负向	第一食品网	http://spzx.foods1.com/show_2673210.htm	
1020	2015-03-26 00:00:00	越冬蔬菜已到采摘期，农户必须尽快销出，价格下降势所必然。	Over winter vegetables have been to the picking period, farmers must be sold as soon as possible, the price drop inevitable.	供给	生产者对价格的预期	农户必须尽快销出，价格下降	负向	和讯新闻	http://news.hexun.com/2015-03-26/174438348.html	蔬菜
1021	2011-12-26 00:00:00	受去年蔬菜价格高涨影响，2011年以来菜农种菜积极性大幅提高，9、10、11月全国蔬菜价格同比分别下降13.2%、20.9%和27.2%	By the last year, the impact of high vegetable prices, since 2011, a substantial increase in the enthusiasm of vegetable growers, 9,10, November national vegetable prices fell 13.2%, 20.9% and 27.2%	供给	生产者对价格的预期	受去年影响，积极性提高，价格下降	负向	和讯新闻	http://news.hexun.com/2011-12-26/136669013.html	蔬菜
1022	2016-09-30 00:00:00	2012年大葱的价格比较不错，因此在2013年一些人开始种植大葱，原来种大葱的农户也扩大了种植面积，导致价格出现下降。	2012 Welsh prices are quite good, so in 2013 some people began planting green onions, the original species of green onions farmers also expanded the area, resulting in a decline in prices.	供给	生产者对价格的预期	扩大种植面积、价格下降	负向	潍坊晚报	http://www.vegnet.com.cn/News/1085882.html	蔬菜
1023	2014-05-14 00:00:00	由于我省本地产蔬菜增加，市场供应充足，加之气温趋高，蔬菜储存时间短，批发菜商不愿压货，蔬菜价格下降仍是近期市场的主导趋势。	As the province of local vegetable increased, the market supply is sufficient, coupled with the high temperature, vegetable storage time is short, wholesale food business do not want to Yahuo, vegetable prices are still the dominant trend of the recent market.	供给	生产者对价格的预期	不愿压货，价格下降	负向	三湘都市报	http://hn.rednet.cn/c/2014/05/14/3348843.htm	蔬菜
